	-	SENT_START 
їх	вони	pron:pers:p:3:v_rod:anim pron:pers:p:3:v_zna:anim
треба	треба	predic 
було	бути	verb:past:n:imperf 
виловлювати	виловлювати	verb:inf:imperf 
,	-	- 
а	а	conj:coord excl part 
коли	коли	adv:&pron:int:rel conj:subord part
	колоти	verb:impr:s:2:imperf 
	кіл	noun:p:v_naz noun:p:v_zna 
таки	таки	part 
натрапили	натрапити	verb:past:p:perf 
,	-	- 
то	то	conj:subord 
були	бути	verb:past:p:imperf 
тверді	твердий	adj:p:v_naz:compb adj:p:v_zna:compb 
,	-	- 
недоварені	недоварений	adj:p:v_naz adj:p:v_zna 
...	-	SENT_END 

	-	SENT_START 
Це	цей	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
такий	такий	adj:m:v_naz:&pron:def adj:m:v_zna:&pron:def 
рецепт	рецепт	noun:m:v_naz noun:m:v_zna 
чи	чи	conj:coord:subord part 
помилка	помилка noun:f:v_naz 
кухні	кухня	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
?	-	- 
?	-	- 
?	-	SENT_END PARA_END 

	-	SENT_START 
Я	я	pron:pers:s:1:v_naz:anim
ваш	ваш	adj:m:v_naz:&pron:pos adj:m:v_zna:&pron:pos 
постійний	постійний	adj:m:v_naz adj:m:v_zna 
клієнт	клієнт	noun:m:v_naz:anim 
)	-	- 
)	-	- 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
дуже	дуже	adv 
	дужий	adj:n:v_naz:compb adj:n:v_zna:compb 
смачні	смачний	adj:p:v_naz:compb adj:p:v_zna:compb 
)	-	SENT_END PARA_END 

	-	SENT_START 
Чудове	чудовий	adj:n:v_naz:compb adj:n:v_zna:compb 
місце	місце	noun:n:v_naz noun:n:v_zna 
,	-	- 
сподобалося	сподобатися	verb:rev:past:n:perf 
і	і	conj:coord part 
гарними	гарний	adj:p:v_oru:compb 
стравами	страва	noun:p:v_oru 
і	і	conj:coord part 
обслуговуванням	обслуговування	noun:n:v_oru noun:p:v_dav 
.	-	SENT_END 

	-	SENT_START 
Все	все	adv:v-u conj:coord:v-u part:v-u
	весь	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
це	цей	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
було	бути	verb:past:n:imperf 
приправлене	приправлений	adjp:pasv:past:n:v_naz adjp:pasv:past:n:v_zna 
живою	живий	adj:f:v_oru:compb 
джазовою	джазовий	adj:f:v_oru 
музикою	музика	noun:f:v_oru noun:f:v_oru:anim 
.	-	SENT_END 

	-	SENT_START 
дуже	дуже	adv
	дужий	adj:n:v_naz:compb adj:n:v_zna:compb 
хотілося	хотітися	verb:unknown 
б	б	part 
,	-	- 
щоб	щоб	conj:subord part 
у	у	prep:rv_zna:rv_mis:rv_rod:v-u 
Києві	Київ	noun:m:v_mis
	кий	noun:m:v_dav 
був	бути	verb:past:m:imperf 
такий	такий	adj:m:v_naz:&pron:def adj:m:v_zna:&pron:def 
затишний	затишний	adj:m:v_naz:compb adj:m:v_zna:compb 
заклад	заклад	noun:m:v_naz noun:m:v_zna 
.	-	SENT_END 

	-	SENT_START 
ціни	цінити	verb:impr:s:2:imperf
	ціна	noun:f:v_rod noun:p:v_naz noun:p:v_zna 
більше	багато	adv:compr
	великий	adj:n:v_naz:compr adj:n:v_zna:compr 
демократичні	демократичний	adj:p:v_naz:compb adj:p:v_zna:compb 
,	-	- 
аніж	аніж	conj:subord 
буржуйські	буржуйський	adj:p:v_naz adj:p:v_zna 
.	-	SENT_END PARA_END 

	-	SENT_START 
Класні	класний	adj:p:v_naz adj:p:v_zna 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
,	-	- 
відносно	відносно	adv 
дешево	дешево	adv:compb 
.	-	- 
.	-	SENT_END 

	-	SENT_START 
і	і	conj:coord part 
багато	багато	adv numr:p:v_naz:&pron:ind numr:p:v_zna:&pron:ind
шотів	-	- 
,	-	- 
дуже	дуже	adv 
	дужий	adj:n:v_naz:compb adj:n:v_zna:compb 
багато	багато	adv numr:p:v_naz:&pron:ind numr:p:v_zna:&pron:ind
)	-	- 
)	-	- 
)	-	SENT_END PARA_END 

	-	SENT_START 
Дуже	дуже	adv 
	дужий	adj:n:v_naz:compb adj:n:v_zna:compb 
класно	класно	adv 
!	-	- 
!	-	SENT_END 

	-	SENT_START 
Персонал	персонал	noun:m:v_naz noun:m:v_zna 
привітний	привітний	adj:m:v_naz:compb adj:m:v_zna:compb 
,	-	- 
роли	-	- 
на	на	prep:rv_zna:rv_mis 
вищому	високий	adj:m:v_dav:compr adj:m:v_mis:compr adj:n:v_dav:compr adj:n:v_mis:compr 
рівні	рівний	adj:p:v_naz:compb adj:p:v_zna:compb
	рівня	noun:f:v_dav noun:f:v_dav:anim noun:f:v_mis noun:f:v_mis:anim noun:f:v_rod noun:f:v_rod:anim
	рівень	noun:m:v_mis noun:p:v_naz noun:p:v_zna 
.	-	SENT_END 

	-	SENT_START 
Все	все	adv:v-u conj:coord:v-u part:v-u 
	весь	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
дуже	дуже	adv 
	дужий	adj:n:v_naz:compb adj:n:v_zna:compb 
швидко	швидко	adv:compb 
і	і	conj:coord part 
смачно	смачно	adv:compb 
)	-	- 
)	-	SENT_END PARA_END 

	-	SENT_START 
Загалом	загалом	adv
	загал	noun:m:v_oru 
все	все	adv:v-u conj:coord:v-u part:v-u 
	весь	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem 
класно	класно	adv 
,	-	- 
але	але	conj:coord excl 
музика	музика	noun:f:v_naz noun:f:v_naz:anim 
у	у	prep:rv_zna:rv_mis:rv_rod:v-u 
закладі	заклад	noun:m:v_mis 
,	-	- 
в	в	prep:rv_zna:rv_mis:rv_rod:v-u 
більшості	більшість	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
випадків	випадок	noun:p:v_rod 
,	-	- 
геть	геть	adv excl part 
не	не	part 
вписується	вписуватися	verb:rev:pres:s:3:imperf:v-u 
в	в	prep:rv_zna:rv_mis:rv_rod:v-u 
атмосферу	атмосфера	noun:f:v_zna 
,	-	- 
часто	часто	adv:compb 
грає	грати	verb:pres:s:3:imperf 
якийсь	якийсь	adj:m:v_naz:&pron:ind adj:m:v_zna:&pron:ind 
транс	транс	noun:m:v_naz noun:m:v_zna 
як	як	adv:&pron:int:rel conj:subord noun:m:v_naz:anim part 
в	в	prep:rv_zna:rv_mis:rv_rod:v-u 
клубі	клуб	noun:m:v_mis 
і	і	conj:coord part 
важко	важко	adv:compb 
розслабитись	розслабитися	verb:rev:inf:perf 
,	-	- 
посидіти	посидіти	verb:inf:perf 
та	та	conj:coord part 
посмакувати	посмакувати	verb:inf:perf 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
,	-	- 
таке	такий	adj:n:v_naz:&pron:def adj:n:v_zna:&pron:def 
враження	враження	noun:n:v_naz noun:n:v_rod noun:n:v_zna noun:p:v_naz noun:p:v_zna 
,	-	- 
що	що	conj:subord pron:int:rel:n:v_naz pron:int:rel:n:v_zna 
тебе	ти	pron:pers:s:2:v_rod:anim pron:pers:s:2:v_zna:anim 
підганяють	підганяти	verb:pres:p:3:imperf 
.	-	SENT_END 

	-	SENT_START 
Підбирайте	підбирати	verb:impr:p:2:imperf 
,	-	- 
будь	бути	verb:impr:s:2:imperf 
ласка	ласка	noun:f:v_naz 
,	-	- 
більш	багато	adv:compr 
нейтральний	нейтральний	adj:m:v_naz adj:m:v_zna 
плейліст	-	- 
.	-	SENT_END PARA_END 

	-	SENT_START 
Все	все	adv:v-u conj:coord:v-u part:v-u
	весь	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
класно	класно	adv 
але	але	conj:coord excl 
чомусь	чомусь	adv:&pron:ind
	щось	pron:ind:n:v_dav pron:ind:n:v_mis 
Зеника	-	- 
не	не	part 
було	бути	verb:past:n:imperf 
(	-	- 
(	-	SENT_END PARA_END 

	-	SENT_START 
Замовили	замовити	verb:past:p:perf 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
о	о	prep:rv_zna:rv_mis 
18:40	18:40	time 
.	-	SENT_END 

	-	SENT_START 
Зараз	зараз	adv:&pron:dem
	зараза	noun:p:v_rod 
20:23	20:23	time 
-	-	- 
їх	вони	pron:pers:p:3:v_rod:anim pron:pers:p:3:v_zna:anim
досі	досі	adv:&pron:dem
	доха	noun:f:v_dav noun:f:v_mis 
немає	немає	predic 
:	-	- 
(	-	- 
Через	через	prep:rv_zna 
вас	ви	pron:pers:p:2:v_mis:anim pron:pers:p:2:v_rod:anim pron:pers:p:2:v_zna:anim
ми	ми	pron:pers:p:1:v_naz:anim
голодні	голодний	adj:p:v_naz:compb adj:p:v_zna:compb 
!	-	SENT_END PARA_END 

	-	SENT_START 
Неприємно	неприємно	adv:compb 
здивувало	здивувати	verb:past:n:perf 
те	той	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
,	-	- 
що	що	conj:subord pron:int:rel:n:v_naz pron:int:rel:n:v_zna 
заклад	заклад	noun:m:v_naz noun:m:v_zna 
працює	працювати	verb:pres:s:3:imperf 
до	до	prep:rv_rod 
00.00	00.00	time 
,	-	- 
а	а	conj:coord excl part 
кухня	кухня	noun:f:v_naz 
лише	лише	conj:subord part 
до	до	prep:rv_rod 
23.00	23.00	time 
.	-	SENT_END 

	-	SENT_START 
Добре	добре	adv
	добрий	adj:n:v_naz:compb adj:n:v_zna:compb 
хоч	хоч	conj:subord part 
,	-	- 
що	що	conj:subord pron:int:rel:n:v_naz pron:int:rel:n:v_zna 
після	після	adv prep:rv_rod 
23.00	23.00	time 
ще	ще	adv part 
наливають	наливати	verb:pres:p:3:imperf 
теплі	теплий	adj:p:v_naz:compb adj:p:v_zna:compb
	тепло	noun:n:v_mis 
напої	напоїти	verb:impr:s:2:perf
	напій	noun:m:v_mis noun:p:v_naz noun:p:v_zna 
.	-	SENT_END PARA_END 

	-	SENT_START 
Нічого	нічого	adv predic
	ніщо	pron:neg:v_rod pron:neg:v_zna 
особливого	особливий	adj:m:v_rod adj:m:v_zna adj:n:v_rod 
...	-	SENT_END 

	-	SENT_START 
Смачний	смачний	adj:m:v_naz:compb adj:m:v_zna:compb 
глінтвейн	глінтвейн	noun:m:v_naz noun:m:v_zna 
.	-	SENT_END 

	-	SENT_START 
Кава	кава	noun:f:v_naz 
"	-	- 
Вогник	вогник	noun:m:v_naz noun:m:v_zna 
"	-	- 
взагалі	взагалі	adv:v-u 
розчарувала	розчарувати	verb:past:f:perf 
(	-	- 
(	-	- 
(	-	- 
Подали	подати	verb:past:p:perf 
не	не	part 
так	так	adv:&pron:dem conj:coord:subord part 
як	як	adv:&pron:int:rel conj:subord noun:m:v_naz:anim part 
це	цей	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
має	мати	verb:pres:s:3:imperf
	маяти	verb:pres:s:3:imperf 
бути	бути	verb:inf:imperf 
.	-	SENT_END 

	-	SENT_START 
Коли	коли	adv:&pron:int:rel conj:subord part
	колоти	verb:impr:s:2:imperf
	кіл	noun:p:v_naz noun:p:v_zna 
допила	допити	verb:past:f:perf 
до	до	prep:rv_rod 
середини	середина	noun:f:v_rod noun:p:v_naz noun:p:v_zna 
чашки	чашка	noun:f:v_rod noun:p:v_naz noun:p:v_zna 
-	-	- 
побачила	побачити	verb:past:f:perf 
заварну	заварний	adj:f:v_zna 
каву	кава	noun:f:v_zna 
,	-	- 
яку	як	noun:m:v_dav:anim noun:m:v_mis:anim 
	який	adj:f:v_zna:&pron:int:rel:def
ТУПО	тупо	adv:compb 
НАСИПАЛИ	насипати	verb:past:p:imperf verb:past:p:perf 
НЕ	не	part 
ЗАВАРЮЮЧИ	заварювати	advp:imperf 
!	-	- 
!	-	- 
!	-	SENT_END 

	-	SENT_START 
Єдинний	-	- 
плюс	плюс	noun:m:v_naz noun:m:v_zna 
-	-	- 
цікаво	цікаво	adv:compb 
було	бути	verb:past:n:imperf 
читати	читати	verb:inf:imperf 
"	-	- 
послання	послання	noun:n:v_naz noun:n:v_rod noun:n:v_zna noun:p:v_naz noun:p:v_zna 
"	-	- 
які	який	adj:p:v_naz:&pron:int:rel:def adj:p:v_zna:&pron:int:rel:def
принесли	принести	verb:past:p:perf 
разом	разом	adv
	раз	noun:m:v_oru 
з	з	prep:rv_rod:rv_zna:rv_oru 
нашим	наш	adj:m:v_oru:&pron:pos adj:n:v_oru:&pron:pos adj:p:v_dav:&pron:pos 
замовленням	замовлення	noun:n:v_oru noun:p:v_dav 
.	-	SENT_END 

	-	SENT_START 
З	з	prep:rv_rod:rv_zna:rv_oru
10	10	number 
балів	бал	noun:p:v_rod 
я	я	pron:pers:s:1:v_naz:anim 
віддаю	віддавати	verb:pres:s:1:imperf 
3	3	number 
...	-	SENT_END 

	-	SENT_START 
І	і	conj:coord part 
не	не	part 
раджу	раджа	noun:f:v_zna:anim
	радити	verb:pres:s:1:imperf 
...	-	SENT_END PARA_END 

	-	SENT_START 
Дуже	дуже	adv
	дужий	adj:n:v_naz:compb adj:n:v_zna:compb 
все	все	adv:v-u conj:coord:v-u part:v-u
	весь	adj:n:v_naz:&pron:dem adj:n:v_zna:&pron:dem
сподобалось	сподобатися	verb:rev:past:n:perf 
.	-	SENT_END 

	-	SENT_START 
Багато	багато	adv numr:p:v_naz:&pron:ind numr:p:v_zna:&pron:ind
залів	зал	noun:p:v_rod 
,	-	- 
цікове	-	- 
розташування	розташування	noun:n:v_naz noun:n:v_rod noun:n:v_zna noun:p:v_naz noun:p:v_zna 
і	і	conj:coord part 
зручні	зручний	adj:p:v_naz:compb adj:p:v_zna:compb 
місця	місце	noun:n:v_rod noun:p:v_naz noun:p:v_zna 
)	-	- 
)	-	- 
Їжа	їжа	noun:f:v_naz 
смачна	смачний	adj:f:v_naz:compb 
,	-	- 
персонал	персонал	noun:m:v_naz noun:m:v_zna 
привітний	привітний	adj:m:v_naz:compb adj:m:v_zna:compb 
,	-	- 
ціни	цінити	verb:impr:s:2:imperf
	ціна	noun:f:v_rod noun:p:v_naz noun:p:v_zna 
здивували	здивувати	verb:past:p:perf 
)	-	- 
Рекомендую	рекомендувати	verb:futr:s:1:perf verb:pres:s:1:imperf 
всім	весь	adj:m:v_mis:&pron:dem adj:m:v_oru:&pron:dem adj:n:v_mis:&pron:dem adj:n:v_oru:&pron:dem adj:p:v_dav:&pron:dem 
!	-	SENT_END 

	-	SENT_START 
)	-	SENT_END PARA_END 

	-	SENT_START 
Займає	займати	verb:pres:s:3:imperf 
в	в	prep:rv_zna:rv_mis:rv_rod:v-u 
моєму	мій	adj:m:v_dav:&pron:pos adj:m:v_mis:&pron:pos adj:n:v_dav:&pron:pos adj:n:v_mis:&pron:pos 
списку	список	noun:m:v_dav noun:m:v_mis noun:m:v_rod 
друге	другий	adj:n:v_naz adj:n:v_zna 
місце	місце	noun:n:v_naz noun:n:v_zna 
серед	серед	prep:rv_rod
	середа	noun:p:v_rod 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
закладів	заклад	noun:p:v_rod 
)	-	- 
перше	перший	adj:n:v_naz adj:n:v_zna 
звісно	звісно	adv 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
я	я	pron:pers:s:1:v_naz:anim 
)	-	- 
смачно	смачно	adv:compb 
+	-	- 
дешево	дешево	adv:compb 
)	-	- 
я	я	pron:pers:s:1:v_naz:anim 
б	б	part 
змінила	змінити	verb:past:f:perf 
інтер'єр	інтер'єр	noun:m:v_naz noun:m:v_zna 
лише	лише	conj:subord part SENT_END PARA_END 

	-	SENT_START 
Інтреєр	-	- 
зовсім	зовсім	adv 
не	не	part 
сподобався	сподобатися	verb:rev:past:m:perf 
,	-	- 
але	але	conj:coord excl 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
ДУЖЕ	дуже	adv
	дужий	adj:n:v_naz:compb adj:n:v_zna:compb 
смачні	смачний	adj:p:v_naz:compb adj:p:v_zna:compb 
,	-	- 
ціна	ціна	noun:f:v_naz 
помірна	помірний	adj:f:v_naz 
та	та	conj:coord part 
завжди	завжди	adv:&pron:gen 
можна	можна	predic 
взяти	взяти	verb:inf:perf 
з	з	prep:rv_rod:rv_zna:rv_oru
собою	себе	pron:refl:m:v_oru pron:refl:n:v_oru 
або	або	conj:coord 
замовити	замовити	verb:inf:perf 
.	-	SENT_END 

	-	SENT_START 
Приємне	приємний	adj:n:v_naz:compb adj:n:v_zna:compb 
обслуговування	обслуговування	noun:n:v_naz noun:n:v_rod noun:n:v_zna noun:p:v_naz noun:p:v_zna 
.	-	SENT_END PARA_END 

	-	SENT_START 
А	а	conj:coord excl part 
мені	я	pron:pers:s:1:v_dav:anim pron:pers:s:1:v_mis:anim
подобається	подобатися	verb:rev:pres:s:3:imperf 
.	-	- 
хоча	хоча	conj:subord part 
довго	довго	adv:compb 
чекаєш	чекати	verb:pres:s:2:imperf 
але	але	conj:coord excl 
отримуєш	отримувати	verb:pres:s:2:imperf 
справжню	справжній	adj:f:v_zna 
смакоту	смакота	noun:f:v_zna 
)	-	SENT_END PARA_END 

	-	SENT_START 
З	з	prep:rv_rod:rv_zna:rv_oru 
першого	перший	adj:m:v_rod adj:m:v_zna adj:n:v_rod 
ж	ж	conj:coord part 
разу	раз	noun:m:v_dav noun:m:v_mis noun:m:v_rod 
заклад	заклад	noun:m:v_naz noun:m:v_zna 
став	став	noun:m:v_naz noun:m:v_zna
	ставити	verb:impr:s:2:imperf 
	стати	verb:past:m:perf 
моїм	мій	adj:m:v_mis:&pron:pos adj:m:v_oru:&pron:pos adj:n:v_mis:&pron:pos adj:n:v_oru:&pron:pos adj:p:v_dav:&pron:pos 
улюбленим	улюблений	adjp:pasv:past:m:v_oru:compb adjp:pasv:past:n:v_oru:compb adjp:pasv:past:p:v_dav:compb 
.	-	SENT_END 

	-	SENT_START 
Ціни	цінити	verb:impr:s:2:imperf
	ціна	noun:f:v_rod noun:p:v_naz noun:p:v_zna 
приємно	приємно	adv:compb 
вражають	вражати	verb:pres:p:3:imperf 
,	-	- 
вони	вони	pron:pers:p:3:v_naz:anim 
мінімум	мінімум	adv noun:m:v_naz noun:m:v_zna 
в	в	prep:rv_zna:rv_mis:rv_rod:v-u 
3	3	number 
рази	раз	noun:p:v_naz noun:p:v_zna 
нижчі	низький	adj:p:v_naz:compr adj:p:v_zna:compr 
,	-	- 
ніж	ніж	conj:subord noun:m:v_naz noun:m:v_zna 
у	у	prep:rv_zna:rv_mis:rv_rod:v-u 
решти	решта	noun:f:v_rod noun:p:v_naz noun:p:v_zna 
суші-барах	-	- 
,	-	- 
а	а	conj:coord excl part 
самі	сам	adj:p:v_naz:&pron:def
	самий	adj:p:v_naz adj:p:v_zna 
суші	суша	noun:f:v_dav noun:f:v_mis noun:f:v_rod noun:p:v_naz noun:p:v_zna 
смачні	смачний	adj:p:v_naz:compb adj:p:v_zna:compb 
і	і	conj:coord part 
