-       SENT_START 
МакДональдс	- 	- 
це	цей 	adj:n:v_naz:&pron:dem 
		
дійсно	дійсно  adv 
свято	свято   noun:n:v_naz 
		 
!	- 	- 
)	- 	- 
)	- 	- 
)	- 	- 
Витрати	витрата noun:p:v_naz 
		 
на	на 	prep:rv_zna:rv_mis 
смачну	смачний adj:f:v_zna:compb 
,	- 	- 
але	але 	conj:coord 
	
все	все	part:v-u
	 
таки	таки 	part 
не	не 	part 
дуже	дуже    adv 
	 
корисну	корисний adj:f:v_zna:compb 
їжу	їжа 	noun:f:v_zna 
явно	явно 	adv 
завищені	завищений adjp:pasv:past:p:v_naz 
			   
!	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
Доброго	добрий  adj:m:v_rod:compb 
		 
дня	день    noun:m:v_rod 
!	- 	SENT_END 
	- 	SENT_START 
У	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
місті	місто 	noun:n:v_mis 
Львові	Львів 	noun:m:v_mis 
мав	мати 	verb:past:m:imperf 
відбутись	відбутися verb:rev:inf:perf 
хеппі	- 	- 
парк	парк 	noun:m:v_naz  
,	- 	- 
діти	діти 	noun:p:v_naz:anim 
		 
чекали	чекати 	verb:past:p:imperf 
цього	цей     adj:m:v_zna:&pron:dem 
	 
свята	 свято   noun:p:v_zna 
,	- 	- 
але	але 	conj:coord 
		 
,	- 	- 
на	на жаль <insert> 
жаль	на жаль </insert> 
,	- 	- 
моя	мій 	adj:f:v_naz:&pron:pos 
дитина	дитина 	noun:f:v_naz:anim 
була	бути    verb:past:f:imperf 
розчарована	розчарований adjp:pasv:past:f:v_naz 
оскільки	оскільки conj:subord 
не	не      part 
було	бути    verb:past:n:imperf 
нічого	ніщо    pron:neg:v_rod
з	з 	prep:rv_rod:rv_zna:rv_oru 
того	той 	adj:m:v_rod:&pron:dem 
		 
,	- 	- 
що	що 	pron:int:rel:n:v_naz 
		 
рекламували	рекламувати 	verb:past:p:perf 
.	- 	SENT_END 
	-	SENT_START 
Було	бути 	verb:past:n:imperf 
багато	багато 	numr:p:v_naz:&pron:ind 
дітей	діти 	noun:p:v_naz:anim 
,	- 	- 
які	який 	adj:p:v_naz:&pron:int:rel:def
		
очікували	очікувати verb:past:p:imperf
на	на 	prep:rv_zna:rv_mis 
свято	свято 	noun:n:v_zna 
і	і 	conj:coord 
		 
залишились	залишитися verb:rev:past:p:perf 
розчарованими	розчарований adjp:pasv:past:p:v_oru 
,	- 	- 
не	не 	part 
було	бути 	verb:past:n:imperf 
організованості	організованість noun:f:v_rod 
				
і	і 	conj:coord 
	 
жодних	жодний  adj:p:v_rod:&pron 
		 
розваг	розвага noun:p:v_rod 
для	для 	prep:rv_rod 
дітей	діти 	noun:p:v_rod:anim 
		
.	- 	SENT_END 
	- 	SENT_START 
Прийміть	прийняти verb:impr:p:2:perf 
,	- 	- 
це	цей 	adj:n:v_zna:&pron:dem
до	до 	prep:rv_rod 
уваги	увага 	noun:f:v_rod 
,	- 	- 
коли	коли 	adv:&pron:int:rel  
	
буде	бути    verb:futr:s:3:imperf 
організовувати	організовувати verb:inf:imperf 
наступний	наступний       adj:m:v_zna 
такий	такий 	adj:m:v_zna:&pron:def 
захід	захід 	noun:m:v_zna 
для	для 	prep:rv_rod 
дітей	діти 	noun:p:v_rod:anim 
		 
.	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
я	я 	pron:pers:s:1:v_naz:anim
не	не 	part 
знаю	знати   verb:pres:s:1:imperf 

як	як 	conj:subord 
	
вам	ви 	pron:pers:p:2:v_dav:anim
але	але 	conj:coord 
		 
мені	я 	pron:pers:s:1:v_dav:anim
		
там	там 	adv:&pron:dem 
		 
було	бути    verb:past:n:imperf 
дуже	дуже 	adv
	   
смачно	смачно  adv:compb 
і	і       conj:coord 
		
чисто	чисто   adv:compb 
...	- 	- 
.	- 	- 
чому	чому    adv:&pron:int:rel
	
вам	ви 	pron:pers:p:2:v_dav:anim
не	не 	part 
подобається	подобатися  verb:rev:pres:s:3:imperf 
?	- 	- 
?	- 	- 
?	- 	- 
обслуговування	обслуговування  noun:n:v_naz 
				
супер	супер 	noun:m:v_naz 
		 
,	- 	- 
і	і 	conj:coord 
		 
попри	попри   prep:rv_zna 
	 
велику	великий adj:f:v_zna:compb 
чергу	черга   noun:f:v_zna 
нам	ми 	pron:pers:p:1:v_dav:anim
було	бути 	verb:past:n:imperf 
де	де 	adv:&pron:int:rel 
		 
сісти	сісти 	verb:inf:perf 
,	- 	- 
також	також 	conj:coord 
демократичні	демократичний 	adj:p:v_naz:compb 
				 
ціни	ціна   	noun:p:v_naz 
		 
,	- 	- 
що	що 	conj:subord 
		
є	бути 	verb:pres:s::imperf 
дуже	дуже 	adv
	
зручно	зручно 	adv:compb 
для	для 	prep:rv_rod 
середньо-статистичного	середньо-статистичний 	adj:m:v_rod 
						 
українця	українець 	 noun:m:v_rod:anim
				 
)	- 	- 
)	- 	- 
)	- 	- 
ДЯКУЮ	дякувати verb:pres:s:1:imperf 
ВАМ	ви 	 pron:pers:p:2:v_dav:anim
МАКДОНАЛЬДС=	- 	- 
)	- 	SENT_END 
		PARA_END
	- 	SENT_START 
Дуже	дуже 	adv 
	 
шкода	шкода 	noun:f:v_naz 
що	що 	conj:subord 
		 
проблемою	проблема 	noun:f:v_oru 
стало	стати   verb:past:n:perf 
забронювати	забронювати verb:inf:perf 
на	на 	prep:rv_zna:rv_mis 
1	1 	number 
годину	година 	noun:f:v_zna 
2	2	number 
столики	столик 	noun:p:v_zna 
для	для 	prep:rv_rod 
дітей	діти 	noun:p:v_rod:anim 
		
.	- 	SENT_END
	- 	SENT_START 
Це	цей 	adj:n:v_naz:&pron:dem
		
просто	просто 	adv:compb 
		 
позор	- 	- 
.	- 	SENT_END
	- 	SENT_START 
Замість	замість prep:rv_rod 
того	той 	adj:n:v_rod:&pron:dem 
щоб	щоб 	conj:subord 
		 
піти	піти    verb:inf:perf 
	
клієнтам	клієнт noun:p:v_dav:anim 
на	на 	prep:rv_zna:rv_mis 
зустріч	зустріч noun:f:v_naz 
		 
ви	ви 	pron:pers:p:2:v_naz:anim
повернулись	повернутися verb:rev:past:p:perf 
до	до 	prep:rv_rod 
них	вони 	pron:pers:p:3:v_rod:anim
		
одним	один 	numr:n:v_oru 
місцем	місце 	noun:n:v_oru 
.	- 	SENT_END    
	- 	SENT_START 
Це	цей 	adj:n:v_naz:&pron:dem 
		 
стосується	стосуватися 	verb:rev:pres:s:3:imperf 
макдональдса	- 	- 
на	на  	prep:rv_zna:rv_mis 
Володимира	Володимир 	noun:m:v_zna:anim:fname
Великого	великий 	adj:m:v_zna:compb 
				 
.	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
Лобрий	- 	- 
день	день 	noun:m:v_naz 
		 
...	- 	- 
я	я 	pron:pers:s:1:v_naz:anim 
тоже	- 	- 
поїхала	поїхати verb:past:f:perf 
з	з 	prep:rv_rod:rv_zna:rv_oru
2	2 	number 
малими	малий 	adj:p:v_oru:compb 
дітьми	діти 	noun:p:v_oru:anim 
старша	старий 	adj:f:v_naz:compr 
хотіла	хотіти 	verb:unknown 
дуже	дуже    adv 
 
чекала	чекати 	verb:past:f:imperf 
але	але 	conj:coord 
		
коли	коли    adv:&pron:int:rel
		
приїхала	приїхати verb:past:f:perf 
розчарувалась	розчаруватися verb:rev:past:f:perf 
.	- 	- 
.	- 	- 
казала	казати 	verb:past:f:imperf 
більше	багато  adv:compr
	 
не	не 	part 
піде	піти 	verb:futr:s:3:perf 
на	на 	prep:rv_zna:rv_mis 
таке	такий 	adj:n:v_zna:&pron:def 
...	-  	-
.	- 	- 
як	як 	conj:subord 
	
для	для 	prep:rv_rod 
для	для 	prep:rv_rod 
менетаку	- 	- 
рекламу	реклама noun:f:v_zna 
зробили	зробити verb:past:p:perf 
а	а 	conj:coord 
		 
толку	толк 	noun:m:v_rod 
ніякого	ніякий 	adj:m:v_rod:&pron:neg 
		
нічо	- 	- 
там	там 	adv:&pron:dem  
не	не	part 
було	бути 	verb:past:n:imperf 
крейда	крейда 	noun:f:v_naz 
і	і 	conj:coord 
		
кубики	кубик 	noun:p:v_naz
і	і 	conj:coord 
		 
все	все     adv:v-u 
	 
...	- 	- 
...	- 	- 
...	- 	- 
короче	- 	- 
фігня	фігня 	noun:f:v_naz 
якась	якийсь  аdj:f:v_naz:&pron:ind 
...	- 	- 
...	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
слова	слово 	noun:p:v_naz 
		 
...	- 	- 
швидка	швидкий adj:f:v_naz:compb 
їжа	їжа 	noun:f:v_naz 
...	- 	- 
звичайно	звичайно adv:compb 
говорять	говорити verb:pres:p:3:imperf 
самі	сам 	adj:p:v_naz:&pron:def
	 
за	за 	prep:rv_rod:rv_zna:rv_oru
себе	себе 	pron:refl:m:v_zna 
		
і	і 	conj:coord 
		 
кожен	кожний 	adj:m:v_naz:contr 
		 
сам	сам 	adj:m:v_naz:&pron:def 
	 
для	для	prep:rv_rod 
себе	себе 	pron:refl:m:v_rod 
		 
вирішує	вирішувати verb:pres:s:3:imperf 
купувати	купувати verb:inf:imperf 
чи	чи 	conj:coord:subord 
		 
готувати	готувати verb:inf:imperf 
самому	сам 	adj:m:v_dav:&pron:def 
		
.	- 	SENT_END 
	- 	SENT_START 
Проте	проте  insert 
,	- 	- 
коли	коли    conj:subord 
		 
вже	вже 	adv:v-u 
є	бути 	verb:pres:p::imperf 
		
такі	такий   adj:p:v_naz:&pron:def 
		 
заклади	заклад  noun:p:v_naz
		
	
котрі	котрий  adj:p:v_naz:&pron:int 
		 
беруть	брати   verb:pres:p:3:imperf 
на	на 	prep:rv_zna:rv_mis 
себе	себе 	pron:refl:m:v_zna 
		
відповідальність	відповідальність  noun:f:v_zna 
ШВИДКО	швидко  adv:compb 
і	і	conj:coord 
		
ЯКІСНО	якісно  adv:compb 
нагодувати	нагодувати verb:inf:perf 
людину	людина  noun:f:v_zna:anim 
то	то      conj:subord 
було	бути    verb:past:n:imperf 
б	б	part 
чудово	чудово  adv:compb 
якби	якби    conj:subord 
вони	вони    pron:pers:p:3:v_naz:anim
відповідали	відповідати verb:past:p:imperf 
за	за 	prep:rv_rod:rv_zna:rv_oru
це	цей 	adj:n:v_zna:&pron:dem 
на	на 	prep:rv_zna:rv_mis 
всі	весь 	adj:p:v_zna:&pron:dem 
100%	100% 	number 
!	- 	- 
!	- 	- 
!	- 	SENT_END 
	- 	SENT_START
Сьогодні	сьогодні adv 
були	бути 	verb:past:p:imperf 
на	на 	prep:rv_zna:rv_mis 
макдрайві	- 	- 
...	- 	- 
.	- 	- 
мало	мало 	adv:compb 
	
того	той 	adj:m:v_rod:&pron:dem
		
,	- 	- 
що	що	conj:subord 
		
не	не	part 
додали	додати 	verb:past:p:perf 
замовлення	замовлення      noun:n:v_zna 
				
та	та 	conj:subord 
ще	ще 	part 
й	й 	conj:subord 
не	не 	part 
дозапакували	- 	- 
рол	- 	- 
!	- 	- 
!	- 	- 
	- 	SENT_START 
Почала	почати 	verb:past:f:perf 
розпаковувати	розпаковувати 	verb:inf:imperf 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
машині	машина 	noun:f:v_mis 
і	і 	conj:coord 
	 
добре	добре   adv
	 
шо	- 	- 
ледве	ледве 	adv 
		 
довезла	довезти verb:past:f:perf 
до	до 	prep:rv_rod 
дому	дім 	noun:m:v_rod 
!	- 	SENT_END 
	- 	SENT_START 
Вдома	вдома 	adv:v-u 
довелося	довестися verb:rev:past:n:perf 
просто	просто 	adv:compb 
		 
висипати	висипати verb:inf:imperf 
		
його	він 	pron:pers:m:3:v_zna:anim
	
на	на 	prep:rv_zna:rv_mis 
тарілку	тарілка noun:f:v_zna 
!	- 	- 
!	- 	- 
!	- 	SENT_END
	- 	SENT_START 
замовлення	замовлення noun:n:v_naz 
			  
відбувалося	відбуватися verb:rev:past:n:imperf 
ввечер	- 	- 
...	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
Мабуть	мабуть 	insert 
найпопулярніший	популярний adj:m:v_naz:super 
			    
заклад	заклад 	noun:m:v_naz 
		 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
Львові	Львів 	noun:m:v_mis 
.	- 	SENT_END 
	- 	SENT_START 
Не	не 	part 
знаю	знати   verb:pres:s:1:imperf 
чому	чому    adv:&pron:int:rel 
	 
,	- 	- 
але	але 	conj:coord 
		
все	весь 	adj:n:v_naz:&pron:dem
		
видається	видаватися verb:rev:pres:s:3:imperf
дуже	дуже    adv
 
смачним	смачний adj:n:v_oru:compb 
		 
)	- 	- 
ням-ням	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
Макдак	- 	- 
-	- 	- 
це	цей 	adj:n:v_naz:&pron:dem 
		 
лише	лише 	part 
кафе	кафе	noun:n:v_naz:nv 
		
,	- 	- 
при	при     prep:rv_mis
	
чому	чому    adv:&pron:int:rel 
	 
стандарти	стандарт noun:p:v_naz 
		       	  
якості	якість  noun:f:v_rod 
		
там	там 	adv:&pron:dem 
		 
явно	явно 	adv 
вищі	високий adj:p:v_naz:compr 
		 
,	- 	- 
ніж	ніж 	conj:subord 
		 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
більшості	більшість    noun:f:v_rod 
			  
забігайлівок	забігайлівка noun:p:v_rod 
,	- 	- 
кафешок	кафешка noun:p:v_rod:slang 
і	і 	conj:coord 
		 
подібних	подібний adj:p:v_rod 
			 
закладів	заклад 	 noun:p:v_rod 
,	- 	- 
які	який 	adj:p:v_naz:&pron:int:rel:def
		
копіюють	копіювати verb:pres:p:3:imperf 
той	той 	adj:m:v_naz:&pron:dem 
		
макдональдс	- 	- 
,	- 	- 
бургер	- 	- 
кінг	- 	- 
,	- 	- 
кфс	- 	- 
чи	чи	 conj:coord:subord 	
	 
їм	вони  	 pron:pers:p:3:v_dav:anim 
подібні	подібний adj:p:v_naz 
		  
.	- 	SENT_END
	- 	SENT_START 
Шкідливо	шкідливо adv:compb 
-	- 	- 
жерти	жерти 	verb:inf:imperf 
без	без 	prep:rv_rod 
міри	міра 	noun:f:v_rod 
		 
,	- 	- 
а	а 	conj:coord

саме	самий 	adj:n:v_naz 
		 
кафе	кафе 	noun:n:v_naz:nv 
	
нашкодити	нашкодити verb:inf:perf 
не	не 	part 
може	могти 	verb:unknown 
.	- 	SENT_END 
	- 	SENT_START 
Їжа	їжа 	noun:f:v_naz 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
ньому	воно 	pron:pers:n:3:v_mis  
продається	продаватися verb:rev:pres:s:3:imperf 
різноманітна	різноманітний  adj:f:v_naz:compb 
,	- 	- 
там	там 	adv:&pron:dem 
		 
крім	крім 	prep:rv_rod 
всім	весь 	adj:p:v_dav:&pron:dem 
відомих	відомий adj:p:v_rod:compb 
бургерів	- 	- 
і	і 	conj:coord 
		
картоплі	картопля noun:f:v_rod 
фрі	- 	- 
і	і 	conj:coord 
		 
йогурти	йогурт 	noun:p:v_zna 
є	бути 	verb:pres:p::imperf 
		 
,	- 	- 
і	і 	conj:coord 
		 
салатики	- 	- 
і	і 	conj:coord 
		 
для	для 	prep:rv_rod 
вегетаріанців	вегетаріанець 	noun:p:v_rod:anim 
				 
всілякі	всілякий 	adj:p:v_naz:&pron:gen:v-u 	
			 
пропозиції	пропозиція  noun:p:v_naz 
			   
.	-  SENT_END 
	- 	SENT_START 
Тому	тому 	conj:subord 
	 
казати	казати 	verb:inf:imperf 
,	- 	- 
що	що 	conj:subord 
		 
макдональдс	- 	- 
шкідливий	шкідливий adj:m:v_naz:compb 
			   
,	- 	- 
це	цей 	adj:n:v_naz:&pron:dem 
		
як	як 	adv:&pron:int:rel 
		
казати	казати verb:inf:imperf 
,	- 	- 
що	що 	conj:subord 
		 
будь-яке	будь-який 	adj:n:v_naz:&pron:ind 
				 
кафе	кафе 	noun:n:v_naz:nv 
		
шкідливе	шкідливий adj:n:v_naz:compb 
		       	   
.	- 	SENT_END 
		PARA_END
	- 	SENT_START 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
місті	місто 	noun:n:v_mis 
Львові	Львів   noun:m:v_mis 
з	з 	prep:rv_rod:rv_zna:rv_oru 
макдональдсу	- 	- 
біля	біля 	adv 
оперного	оперний adj:m:v_mis
			
театру	театр 	noun:m:v_mis 
	 
...	- 	- 
...	- 	- 
.	-       -
менеджерка	-	- 
- 	-	-
виганяла	виганяти verb:past:f:imperf 
людей	люди 	noun:p:v_zna:anim 
які	який 	adj:p:v_zna:&pron:int:rel:def
сиділи	сидіти 	verb:past:p:imperf 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
макдональдсі	- 	- 
більше	багато 	adv:compr 	
15	15 	number 
хв	- 	- 
...	- 	- 
...	- 	- 
...	- 	- 
...	- 	- 
...	- 	- 
...	- 	SENT_END
	- 	SENT_START 
ніколи	ніколи 	adv:&pron:neg 
більше	багато  adv:compr 
	
непіду	- 	- 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
макдональдс	- 	- 
біля	біля 	adv 
оперного	оперний 	adj:m:v_rod 
				
театру	театр 	noun:m:v_rod 
...	- 	- 
...	- 	- 
.	- 	- 
.	- 	- 
друзіям	- 	- 
і	і 	conj:coord 
		
знайомим	знайомий	adj:p:v_dav 
				
пораджу	порадити verb:futr:s:1:perf 
піти	піти	verb:inf:perf
	 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
інше	інший 	adj:n:v_zna:&pron:def 
місці	місце 	noun:n:v_mis 
а	а 	conj:coord 
		 
ніж	ніж 	conj:subord 
		
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
макдональдс	- 	- 
...	- 	- 
...	- 	- 
...	- 	- 
...	- 	- 
.	- 	- 
.	- 	SENT_END 
		PARA_END
	- 	SENT_START 
Вчора	вчора 	adv:v-u 
була	бути 	verb:past:f:imperf 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
мак-дональдсі	- 	- 
,	- 	- 
обжерлася	обжертися 	verb:rev:past:f:perf 
...	- 	- 
.	- 	SENT_END 
	- 	SENT_START 
На	на щастя <insert> 
щастя	на щастя </insert> 
,	- 	- 
більше	багато 	adv:compr 
	
1-2	1-2 	number 
разів	раз 	noun:p:v_rod 
на	на 	prep:rv_zna:rv_mis 
місяць	місяць 	noun:m:v_zna 
такі	такий 	adj:p:v_zna:&pron:def 
місця	місце 	noun:p:v_zna 
не	не 	part 
відвідую	відвідувати 	verb:pres:s:1:imperf 
)	- 	- 
)	- 	- 
Знайома	знайома noun:f:v_naz:anim 
	 
через	через 	prep:rv_zna 
день	день 	noun:m:v_zna 
ходить	ходити 	verb:pres:s:3:imperf 
,	- 	- 
а	а 	conj:coord 
		 
потім	потім 	adv:&pron:dem 
жаліється	жалітися 	verb:rev:pres:s:3:imperf
,	- 	- 
що	що 	conj:subord 
		 
поправилася	поправитися verb:rev:past:f:perf 
...	- 	- 
як	як 	conj:subord 
		 
від	від 	prep:rv_rod 
такої	такий 	adj:f:v_rod:&pron:def 
їжі	їжа 	noun:f:v_rod 
можна	можна 	predic 
не	не 	part 
поправитися	поправитися 	verb:rev:inf:perf 
...	- 	- 
дивна	дивний 	adj:f:v_naz:compb 
.	- 	SENT_END 
	- 	PARA_END 
	- 	SENT_START 
сьогодні	сьогодні 	adv 
відвідала	відвідати 	verb:past:f:perf 
Макдональдс	- 	- 
на	на 	prep:rv_zna:rv_mis 
пл	- 	- 
.	- 	SENT_END
	- 	SENT_START 
Свободи	свобода noun:f:v_rod 
		
,	- 	- 
про	про 	prep:rv_zna 
чистоту	чистота noun:f:v_zna 
взагалі	взагалі adv:v-u 
не	не 	part 
йдеться	йтися 	verb:rev:pres:s:3:imperf 
,	- 	- 
дівчина	дівчина noun:f:v_naz:anim 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
вишиванці	вишиванка noun:f:v_dav 
			  
спритно	спритно adv:compb 
підпихала	- 	- 
сміття	сміття  noun:n:v_zna 
		
з	з 	prep:rv_rod:rv_zna:rv_oru 
підлоги	підлога noun:f:v_rod 
		 
у	у 	prep:rv_zna:rv_mis:rv_rod:v-u 
переповний	- 	- 
сміттєвий	сміттєвий adj:m:v_zna 
ящик	ящик 	noun:m:v_zna 
,	- 	- 
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
кімнату	кімната noun:f:v_zna 
зручностей	зручність 	noun:p:v_rod 
потрапити	потрапити 	verb:inf:perf 
було	бути 	verb:past:n:imperf 
нереально	нереально adv 
не	не 	part 
лише	лише 	part 
через	через 	prep:rv_zna 
величезну	величезний adj:f:v_zna 
чергу	черга 	noun:f:v_zna 
,	- 	- 
але	але 	conj:coord 
		 
й	й 	part 
через	через 	prep:rv_zna 
неймовірний	неймовірний adj:m:v_zna:compb 
сморід	сморід 	noun:m:v_zna 
з	з 	prep:rv_rod:rv_zna:rv_oru 
кабінки	кабінка noun:p:v_zna 
,	- 	- 
враження	noun:p:v_zna 
ніби	ніби 	part 
через	через 	prep:rv_zna 
неї	вона 	pron:pers:f:3:v_zna:anim 
пройшла	пройти 	verb:past:f:perf 
сотня	сотня 	noun:f:v_naz 
людей	люди	noun:p:v_rod:anim 
		 
,	- 	- 
про	про 	prep:rv_zna 
який	який 	adj:m:v_zna:&pron:int:rel:def
ресторан	ресторан noun:m:v_zna 
ви	ви 	pron:pers:p:2:v_naz:anim 
говорите	говорити verb:pres:p:2:imperf 
,	- 	- 
просто	просто  part 
		
вражаюче-таке	вражаюче-такий	adj:n:v_naz:&pron:def 
				 
чудо	чудо 	noun:n:v_naz 
		 
на	на 	prep:rv_zna:rv_mis 
ценральній	- 	- 
вулиці	вулиця  noun:f:v_mis 
		
Львова	Львів 	noun:m:v_rod 
,	- 	- 
ганьба	ганьба 	noun:f:v_naz 
,	- 	- 
сподіваюсь	сподіватися 	verb:rev:pres:s:1:imperf  
,	- 	- 
що	що 	conj:subord 
		 
більше	багато  adv:compr
	 
туди	туди 	adv:&pron:dem 
не	не 	part 
потраплю	потрапити  verb:futr:s:1:perf 
.	- 	SENT_END 
		PARA_END 
	- 	SENT_START 
Зайшов	зайти 	verb:past:m:perf 
темі	тема 	noun:f:v_mis 
і	і 	conj:coord 
		 
одразу	одразу 	adv 
подивився	подивитися verb:rev:past:m:perf 
фото	фото 	noun:n:v_zna:nv 
		
,	- 	- 
і	і 	conj:coord 
		 
якщо	якщо 	conj:subord 
чесно	чесно 	adv:compb 
не	не 	part 
зрозумів	зрозуміти verb:past:m:perf 
що	що 	conj:subord 
		 
собою	себе 	pron:refl:m:v_oru 
		
представляють	представляти verb:pres:p:3:imperf 
ті	той 	adj:p:v_zna:&pron:dem
три	три 	numr:p:v_zna
	
"	- 	- 
купки	купка 	noun:p:v_zna 
"	- 	- 
на	на 	prep:rv_zna:rv_mis 
таці	таця 	noun:f:v_mis 
		
а	а 	conj:coord 
		 
вже	вже 	adv:v-u 
потім	потім 	adv:&pron:dem 
прочитавши	прочитати 	advp:perf 
ваше	ваш 	adj:n:v_zna:&pron:pos 
повідомлення	повідомлення   noun:n:v_zna 
				
зрозумів	зрозуміти 	verb:past:m:perf 
що	що 	conj:subord 
		
то	то 	conj:subord 
рис	рис 	noun:m:v_naz 
		 
,	- 	- 
яйце	яйце 	noun:n:v_naz 
		
і	і 	conj:coord 
		 
курка	курка 	noun:f:v_naz:anim 
	
:	- 	- 
:	- 	- 
.	- 	SENT_END 
	- 	SENT_START 
Ви	ви 	pron:pers:p:2:v_naz:anim 
знаєте	знати 	verb:pres:p:2:imperf 
що	що 	conj:subord 
		
в	в 	prep:rv_zna:rv_mis:rv_rod:v-u 
McDonalds	- 	- 
серед	серед 	prep:rv_rod
	
співробітників	співробітник noun:p:v_rod:anim 
		             
існує	існувати verb:pres:s:3:imperf 
правило	правило noun:n:v_naz 
	
,	- 	- 
якщо	якщо 	conj:subord 
гамбургер	гамбургер noun:m:v_naz 
			  
чи	чи 	conj:coord:subord 
		 
картопля	картопля noun:f:v_naz 
лежать	лежати 	verb:pres:p:3:imperf 
10	10 	number 
хв	- 	- 
то	то 	conj:subord 
вони	вони 	pron:pers:p:3:v_naz:anim 
підлягають	підлягати 	verb:pres:p:3:imperf 
знищенню	знищення 	noun:n:v_dav 
				 
і	і 	conj:coord 
		 
взагалі	взагалі adv:v-u 
їжа	їжа 	noun:f:v_naz 
цього	цей 	adj:m:v_rod:&pron:dem 
		 
фаст-фуди	фаст-фуд noun:p:v_zna 
придатна	придатний 	adj:f:v_naz:compb 
до	до 	prep:rv_rod 
вживання	вживання noun:n:v_rod:v-u 
			
лише	лише 	conj:subord 
	
на	на 	prep:rv_zna:rv_mis 
протязі	протяг 	noun:m:v_mis 
10	10 	number 
хв	- 	- 
після	після 	prep:rv_rod 
продажи	- 	- 
.	- 	SENT_END 
	- 	SENT_START 
Дивно	дивно 	adv:compb 
чи	чи 	part 
не	не 	part 
так	так 	part 
?	- 	SENT_END 
	- 	SENT_START 
Мені	я 	pron:pers:s:1:v_dav:anim 
		
чомусь	чомусь  adv:&pron:ind 
	
здається	здаватися verb:rev:pres:s:3:imperf 
що	що 	conj:subord 
		 
McDonalds	- 	- 
грішить	грішити 	verb:pres:s:3:imperf 
з	з 	prep:rv_rod:rv_zna:rv_oru 
використанням	використання noun:n:v_oru 
			      
трансгенних	трансгенний adj:p:v_rod 
			     
продуктів	продукт 	noun:p:v_rod 
,	- 	- 
вплив	вплив 	noun:m:v_naz 
	 
яких	який 	adj:p:v_rod:&pron:int:rel:def
		
на	на	prep:rv_zna:rv_mis 
організм	організм 	noun:m:v_zna 
людини	людина noun:f:v_rod:anim 
ще	ще 	adv 
		
остаточно	остаточно 	adv 
не	не 	part 
досліджено	дослідити 	verb:impers:perf 
.	- 	SENT_END 
